"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Oct 04 10:33:50 GMT 2024","Fri Oct 04 10:33:51 GMT 2024","1403","Suite - Parallel Execution","Test Parallel Execution","test.java.tests.theInternet.parallel.TestTwo","test.java.tests.theInternet.parallel.TestTwo","testTwoExpectedFailure","testTwoExpectedFailure","Verify the successful login with valid username and password."
"skipped","Fri Oct 04 10:33:51 GMT 2024","Fri Oct 04 10:33:51 GMT 2024","1","Suite - Parallel Execution","Test Parallel Execution","test.java.tests.theInternet.parallel.TestThree","test.java.tests.theInternet.parallel.TestThree","testThreeUnstableTest","testThreeUnstableTest","Verify the error message with invalid username and password."
"broken","Fri Oct 04 10:33:51 GMT 2024","Fri Oct 04 10:33:51 GMT 2024","0","Suite - Parallel Execution","Test Parallel Execution","test.java.tests.theInternet.parallel.TestThree","test.java.tests.theInternet.parallel.TestThree","setup","setup",""
"passed","Fri Oct 04 10:33:39 GMT 2024","Fri Oct 04 10:33:41 GMT 2024","2267","Suite - Parallel Execution","Test Parallel Execution","test.java.tests.theInternet.parallel.TestOne","test.java.tests.theInternet.parallel.TestOne","testOneValidLoginTwo","testOneValidLoginTwo","Verify the successful login with valid username and password."
"passed","Fri Oct 04 10:34:00 GMT 2024","Fri Oct 04 10:34:02 GMT 2024","1167","Suite - Parallel Execution","Test Parallel Execution","test.java.tests.theInternet.TestTables","test.java.tests.theInternet.TestTables","testDuesColumnAscendingSort","testDuesColumnAscendingSort","Verify the 'Due' column sort functionality in an ascending order."
"failed","Fri Oct 04 10:33:56 GMT 2024","Fri Oct 04 10:33:58 GMT 2024","1400","Suite - Parallel Execution","Test Parallel Execution","test.java.tests.theInternet.parallel.TestFour","test.java.tests.theInternet.parallel.TestFour","testFourExpectedFailure","testFourExpectedFailure","Verify the successful login with valid username and password."
"passed","Fri Oct 04 10:33:46 GMT 2024","Fri Oct 04 10:33:48 GMT 2024","1699","Suite - Parallel Execution","Test Parallel Execution","test.java.tests.theInternet.parallel.TestTwo","test.java.tests.theInternet.parallel.TestTwo","testTwoValidLoginOne","testTwoValidLoginOne","Verify the successful login with valid username and password."
"unknown","Fri Oct 04 10:33:18 GMT 2024","Fri Oct 04 10:33:18 GMT 2024","2","Suite - Parallel Execution","Test Parallel Execution","test.java.tests.selenium.TestElementGetScreenshot","test.java.tests.selenium.TestElementGetScreenshot","testElementGetScreenshot","testElementGetScreenshot","Verify the element capture as an image using getScreenshotAs() method Selenium 4 feature."
"passed","Fri Oct 04 10:33:39 GMT 2024","Fri Oct 04 10:33:41 GMT 2024","2286","Suite - Parallel Execution","Test Parallel Execution","test.java.tests.theInternet.parallel.TestOne","test.java.tests.theInternet.parallel.TestOne","testOneValidLoginOne","testOneValidLoginOne","Verify the successful login with valid username and password."
"passed","Fri Oct 04 10:33:46 GMT 2024","Fri Oct 04 10:33:48 GMT 2024","1634","Suite - Parallel Execution","Test Parallel Execution","test.java.tests.theInternet.parallel.TestTwo","test.java.tests.theInternet.parallel.TestTwo","testTwoValidLoginTwo","testTwoValidLoginTwo","Verify the successful login with valid username and password."
"skipped","Fri Oct 04 10:33:52 GMT 2024","Fri Oct 04 10:33:52 GMT 2024","0","Suite - Parallel Execution","Test Parallel Execution","test.java.tests.theInternet.parallel.TestThree","test.java.tests.theInternet.parallel.TestThree","testThreeExpectedFailure","testThreeExpectedFailure","Verify the successful login with valid username and password."
"passed","Fri Oct 04 10:33:53 GMT 2024","Fri Oct 04 10:33:54 GMT 2024","1657","Suite - Parallel Execution","Test Parallel Execution","test.java.tests.theInternet.parallel.TestFour","test.java.tests.theInternet.parallel.TestFour","testFourValidLoginTwo","testFourValidLoginTwo","Verify the successful login with valid username and password."
"skipped","Fri Oct 04 10:33:52 GMT 2024","Fri Oct 04 10:33:52 GMT 2024","1","Suite - Parallel Execution","Test Parallel Execution","test.java.tests.theInternet.parallel.TestThree","test.java.tests.theInternet.parallel.TestThree","testThreeValidLoginOne","testThreeValidLoginOne","Verify the successful login with valid username and password."
"passed","Fri Oct 04 10:33:53 GMT 2024","Fri Oct 04 10:33:54 GMT 2024","1579","Suite - Parallel Execution","Test Parallel Execution","test.java.tests.theInternet.parallel.TestFour","test.java.tests.theInternet.parallel.TestFour","testFourValidLoginOne","testFourValidLoginOne","Verify the successful login with valid username and password."
"passed","Fri Oct 04 10:33:39 GMT 2024","Fri Oct 04 10:33:39 GMT 2024","13","Suite - Parallel Execution","Test Parallel Execution","test.java.tests.theInternet.parallel.TestOne","test.java.tests.theInternet.parallel.TestOne","testOneUnstableTest","testOneUnstableTest","Verify the error message with invalid username and password."
"passed","Fri Oct 04 10:33:59 GMT 2024","Fri Oct 04 10:34:00 GMT 2024","1153","Suite - Parallel Execution","Test Parallel Execution","test.java.tests.theInternet.ABTestOptOut","test.java.tests.theInternet.ABTestOptOut","Test_With_Cookie_After_Visiting_Page","Test_With_Cookie_After_Visiting_Page","The test will verify the ABTest scenario by forge an opt-out cookie after visiting the page."
"passed","Fri Oct 04 10:33:59 GMT 2024","Fri Oct 04 10:34:00 GMT 2024","1064","Suite - Parallel Execution","Test Parallel Execution","test.java.tests.theInternet.ABTestOptOut","test.java.tests.theInternet.ABTestOptOut","Test_With_Opt_Out_Url","Test_With_Opt_Out_Url","The test will verify the ABTest scenario by passing URL parameter."
"passed","Fri Oct 04 10:33:59 GMT 2024","Fri Oct 04 10:34:00 GMT 2024","1217","Suite - Parallel Execution","Test Parallel Execution","test.java.tests.theInternet.ABTestOptOut","test.java.tests.theInternet.ABTestOptOut","Test_With_Cookie_Before_Visiting_Page","Test_With_Cookie_Before_Visiting_Page","The test will verify the ABTest scenario by forge an opt-out cookie."
