"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"unknown","Tue Apr 04 10:35:04 GMT 2023","Tue Apr 04 10:35:04 GMT 2023","1","Suite - Parallel Execution","Test Parallel Execution","test.java.tests.selenium.TestElementGetScreenshot","test.java.tests.selenium.TestElementGetScreenshot","testElementGetScreenshot","testElementGetScreenshot","Verify the element capture as an image using getScreenshotAs() method Selenium 4 feature."
"skipped","Tue Apr 04 10:35:19 GMT 2023","Tue Apr 04 10:35:19 GMT 2023","1","Suite - Parallel Execution","Test Parallel Execution","test.java.tests.theInternet.parallel.TestFour","test.java.tests.theInternet.parallel.TestFour","testFourUnstableTest","testFourUnstableTest","Verify the error message with invalid username and password."
"skipped","Tue Apr 04 10:35:16 GMT 2023","Tue Apr 04 10:35:16 GMT 2023","0","Suite - Parallel Execution","Test Parallel Execution","test.java.tests.theInternet.parallel.TestOne","test.java.tests.theInternet.parallel.TestOne","testOneUnstableTest","testOneUnstableTest","Verify the error message with invalid username and password."
"skipped","Tue Apr 04 10:35:17 GMT 2023","Tue Apr 04 10:35:17 GMT 2023","8","Suite - Parallel Execution","Test Parallel Execution","test.java.tests.theInternet.parallel.TestTwo","test.java.tests.theInternet.parallel.TestTwo","testTwoUnstableTest","testTwoUnstableTest","Verify the error message with invalid username and password."
"skipped","Tue Apr 04 10:35:18 GMT 2023","Tue Apr 04 10:35:18 GMT 2023","0","Suite - Parallel Execution","Test Parallel Execution","test.java.tests.theInternet.parallel.TestThree","test.java.tests.theInternet.parallel.TestThree","testThreeUnstableTest","testThreeUnstableTest","Verify the error message with invalid username and password."
"broken","Tue Apr 04 10:35:17 GMT 2023","Tue Apr 04 10:35:17 GMT 2023","0","Suite - Parallel Execution","Test Parallel Execution","test.java.tests.theInternet.parallel.TestTwo","test.java.tests.theInternet.parallel.TestTwo","setup","setup",""
"skipped","Tue Apr 04 10:35:19 GMT 2023","Tue Apr 04 10:35:19 GMT 2023","0","Suite - Parallel Execution","Test Parallel Execution","test.java.tests.theInternet.parallel.TestFour","test.java.tests.theInternet.parallel.TestFour","testFourValidLoginTwo","testFourValidLoginTwo","Verify the successful login with valid username and password."
"skipped","Tue Apr 04 10:35:16 GMT 2023","Tue Apr 04 10:35:16 GMT 2023","0","Suite - Parallel Execution","Test Parallel Execution","test.java.tests.theInternet.parallel.TestOne","test.java.tests.theInternet.parallel.TestOne","testOneExpectedFailure","testOneExpectedFailure","Verify the successful login with valid username and password."
"skipped","Tue Apr 04 10:35:18 GMT 2023","Tue Apr 04 10:35:18 GMT 2023","3","Suite - Parallel Execution","Test Parallel Execution","test.java.tests.theInternet.parallel.TestThree","test.java.tests.theInternet.parallel.TestThree","testThreeValidLoginTwo","testThreeValidLoginTwo","Verify the successful login with valid username and password."
"broken","Tue Apr 04 10:35:19 GMT 2023","Tue Apr 04 10:35:19 GMT 2023","2","Suite - Parallel Execution","Test Parallel Execution","test.java.tests.theInternet.ABTestOptOut","test.java.tests.theInternet.ABTestOptOut","setup","setup",""
